card_id,name,supertype,subtypes,types,hp,number,rarity,artist,set.id,set.name,set.series,set.release_date,release_year,images.small,images.large,prices.tcgplayer_variants.normal.market,prices.tcgplayer_variants.holofoil.market,prices.tcgplayer_variants.reverseHolofoil.market,prices.cardmarket_trend,prices.cardmarket_avg_sell,effective_market_price
sm12-138,Alolan Sandslash,Pokémon,Stage 1,Metal,120.0,138,Rare,Hasuno,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/138.png,https://images.pokemontcg.io/sm12/138_hires.png,0.65,,1.13,0.45,0.42,0.65
sm7-133,Hiker,Trainer,Supporter,,,133,Uncommon,Naoki Saito,sm7,Celestial Storm,Sun & Moon,2018/08/03,2018,https://images.pokemontcg.io/sm7/133.png,https://images.pokemontcg.io/sm7/133_hires.png,0.19,,0.54,0.21,0.22,0.19
dp6-139,Root Fossil,Trainer,Item,,40.0,139,Common,Ryo Ueda,dp6,Legends Awakened,Diamond & Pearl,2008/08/01,2008,https://images.pokemontcg.io/dp6/139.png,https://images.pokemontcg.io/dp6/139_hires.png,0.33,,2.24,0.15,0.09,0.33
bw8-131,Victini-EX,Pokémon,"Basic, EX",Fire,110.0,131,Rare Ultra,Ryo Ueda,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/131.png,https://images.pokemontcg.io/bw8/131_hires.png,,146.67,,50.86,39.44,146.67
swsh4-131,Snorlax,Pokémon,Basic,Colorless,130.0,131,Rare Holo,Atsuko Nishida,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/131.png,https://images.pokemontcg.io/swsh4/131_hires.png,,3.64,3.37,4.22,5.08,3.64
xy5-147,Wailord-EX,Pokémon,"Basic, EX",Water,250.0,147,Rare Ultra,Ryo Ueda,xy5,Primal Clash,XY,2015/02/04,2015,https://images.pokemontcg.io/xy5/147.png,https://images.pokemontcg.io/xy5/147_hires.png,,60.09,,21.5,30.28,60.09
sm6-123,Zygarde-GX,Pokémon,"Basic, GX",Fighting,200.0,123,Rare Ultra,5ban Graphics,sm6,Forbidden Light,Sun & Moon,2018/05/04,2018,https://images.pokemontcg.io/sm6/123.png,https://images.pokemontcg.io/sm6/123_hires.png,,22.63,,4.82,9.1,22.63
sm9-143,Grass Memory,Trainer,Pokémon Tool,,,143,Uncommon,5ban Graphics,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/143.png,https://images.pokemontcg.io/sm9/143_hires.png,0.28,,0.39,0.05,0.1,0.28
xy1-137,Fighting Energy,Energy,Basic,,,137,Common,,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/137.png,https://images.pokemontcg.io/xy1/137_hires.png,0.88,,,0.29,0.09,0.88
sm5-132,Pal Pad,Trainer,Item,,,132,Uncommon,Toyste Beach,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/132.png,https://images.pokemontcg.io/sm5/132_hires.png,0.27,,2.02,1.5,1.5,0.27
sm2-133,Wishiwashi-GX,Pokémon,"Basic, GX",Water,210.0,133,Rare Ultra,5ban Graphics,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/133.png,https://images.pokemontcg.io/sm2/133_hires.png,,5.12,,3.79,4.16,5.12
xy8-134,Brigette,Trainer,Supporter,,,134,Uncommon,Megumi Mizutani,xy8,BREAKthrough,XY,2015/11/04,2015,https://images.pokemontcg.io/xy8/134.png,https://images.pokemontcg.io/xy8/134_hires.png,0.79,,2.01,1.97,2.94,0.79
xyp-XY131,Pansear,Pokémon,Basic,Fire,60.0,XY131,Promo,sui,xyp,XY Black Star Promos,XY,2013/10/12,2013,https://images.pokemontcg.io/xyp/XY131.png,https://images.pokemontcg.io/xyp/XY131_hires.png,,1.2,,2.2,1.33,1.2
swsh2-138,Duraludon,Pokémon,Basic,Metal,130.0,138,Rare Holo,Shin Nagasawa,swsh2,Rebel Clash,Sword & Shield,2020/05/01,2020,https://images.pokemontcg.io/swsh2/138.png,https://images.pokemontcg.io/swsh2/138_hires.png,,0.43,0.77,0.51,0.54,0.43
dp6-140,Azelf LV.X,Pokémon,Level-Up,Psychic,90.0,140,Rare Holo LV.X,Shizurow,dp6,Legends Awakened,Diamond & Pearl,2008/08/01,2008,https://images.pokemontcg.io/dp6/140.png,https://images.pokemontcg.io/dp6/140_hires.png,,86.75,,33.27,33.89,86.75
sm10-128,Meltan,Pokémon,Basic,Metal,70.0,128,Common,Kouki Saitou,sm10,Unbroken Bonds,Sun & Moon,2019/05/03,2019,https://images.pokemontcg.io/sm10/128.png,https://images.pokemontcg.io/sm10/128_hires.png,0.21,,0.4,0.12,0.08,0.21
xy1-138,Darkness Energy,Energy,Basic,,,138,Common,,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/138.png,https://images.pokemontcg.io/xy1/138_hires.png,0.96,,,0.41,0.17,0.96
sm6-124,Yveltal-GX,Pokémon,"Basic, GX",Darkness,180.0,124,Rare Ultra,5ban Graphics,sm6,Forbidden Light,Sun & Moon,2018/05/04,2018,https://images.pokemontcg.io/sm6/124.png,https://images.pokemontcg.io/sm6/124_hires.png,,20.45,,12.09,11.98,20.45
smp-SM137,Reshiram-GX,Pokémon,"Basic, GX",Fire,180.0,SM137,Promo,PLANETA Otani,smp,SM Black Star Promos,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/smp/SM137.png,https://images.pokemontcg.io/smp/SM137_hires.png,,10.3,,6.04,5.87,10.3
swsh3-128,Galarian Stunfisk V,Pokémon,"Basic, V",Metal,200.0,128,Rare Holo V,PLANETA Tsuji,swsh3,Darkness Ablaze,Sword & Shield,2020/08/14,2020,https://images.pokemontcg.io/swsh3/128.png,https://images.pokemontcg.io/swsh3/128_hires.png,,0.71,,0.98,1.02,0.71
sm11-131,Sneasel,Pokémon,Basic,Darkness,70.0,131,Common,sui,sm11,Unified Minds,Sun & Moon,2019/08/02,2019,https://images.pokemontcg.io/sm11/131.png,https://images.pokemontcg.io/sm11/131_hires.png,0.26,,0.39,0.12,0.11,0.26
bw7-142,Keldeo-EX,Pokémon,"Basic, EX",Water,170.0,142,Rare Ultra,5ban Graphics,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/142.png,https://images.pokemontcg.io/bw7/142_hires.png,,147.81,,17.06,23.5,147.81
swsh1-137,Copperajah,Pokémon,Stage 1,Metal,190.0,137,Rare Holo,Hitoshi Ariga,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/137.png,https://images.pokemontcg.io/swsh1/137_hires.png,,0.35,0.48,0.89,0.91,0.35
sm8-134,Wigglytuff,Pokémon,Stage 1,Fairy,120.0,134,Rare,nagimiso,sm8,Lost Thunder,Sun & Moon,2018/11/02,2018,https://images.pokemontcg.io/sm8/134.png,https://images.pokemontcg.io/sm8/134_hires.png,1.11,,3.43,0.63,0.49,1.11
ex10-T,Unown,Pokémon,Basic,Psychic,60.0,T,Rare,Kyoko Koizumi,ex10,Unseen Forces,EX,2005/08/01,2005,https://images.pokemontcg.io/ex10/T.png,https://images.pokemontcg.io/ex10/T_hires.png,,38.03,,15.43,19.32,38.03
bw8-132,Articuno-EX,Pokémon,"Basic, EX, Team Plasma",Water,170.0,132,Rare Ultra,Toyste Beach,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/132.png,https://images.pokemontcg.io/bw8/132_hires.png,,331.74,,54.28,32.95,331.74
sm1-137,Rainbow Energy,Energy,Special,,,137,Uncommon,,sm1,Sun & Moon,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/sm1/137.png,https://images.pokemontcg.io/sm1/137_hires.png,0.41,,0.51,1.87,2.64,0.41
bw11-RC25,Meloetta-EX,Pokémon,"Basic, EX",Psychic,110.0,RC25,Rare Ultra,Eske Yoshinob,bw11,Legendary Treasures,Black & White,2013/11/06,2013,https://images.pokemontcg.io/bw11/RC25.png,https://images.pokemontcg.io/bw11/RC25_hires.png,,36.4,,18.25,22.73,36.4
sm7-134,Hustle Belt,Trainer,Pokémon Tool,,,134,Uncommon,Yoshinobu Saito,sm7,Celestial Storm,Sun & Moon,2018/08/03,2018,https://images.pokemontcg.io/sm7/134.png,https://images.pokemontcg.io/sm7/134_hires.png,0.32,,0.65,0.22,0.2,0.32
swsh4-132,Lugia,Pokémon,Basic,Colorless,130.0,132,Rare Holo,NC Empire,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/132.png,https://images.pokemontcg.io/swsh4/132_hires.png,,2.22,1.71,1.28,1.22,2.22
xy5-148,Kyogre-EX,Pokémon,"Basic, EX",Water,180.0,148,Rare Ultra,5ban Graphics,xy5,Primal Clash,XY,2015/02/04,2015,https://images.pokemontcg.io/xy5/148.png,https://images.pokemontcg.io/xy5/148_hires.png,,158.65,,65.79,55.5,158.65
sm5-133,Pokémon Fan Club,Trainer,Supporter,,,133,Uncommon,Sanosuke Sakuma,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/133.png,https://images.pokemontcg.io/sm5/133_hires.png,0.23,,0.41,0.06,0.08,0.23
sm3-130,Tapu Bulu-GX,Pokémon,"Basic, GX",Grass,180.0,130,Rare Ultra,5ban Graphics,sm3,Burning Shadows,Sun & Moon,2017/08/05,2017,https://images.pokemontcg.io/sm3/130.png,https://images.pokemontcg.io/sm3/130_hires.png,,4.51,,3.16,3.63,4.51
sm2-134,Vikavolt-GX,Pokémon,"Stage 2, GX",Lightning,240.0,134,Rare Ultra,5ban Graphics,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/134.png,https://images.pokemontcg.io/sm2/134_hires.png,,4.24,,2.93,2.43,4.24
pl3-135,Champion's Room,Trainer,Stadium,,,135,Uncommon,Yusuke Ishikawa,pl3,Supreme Victors,Platinum,2009/08/19,2009,https://images.pokemontcg.io/pl3/135.png,https://images.pokemontcg.io/pl3/135_hires.png,0.28,,1.77,0.28,0.38,0.28
ecard3-99,Slugma,Pokémon,Basic,Fire,50.0,99,Common,Yukiko Baba,ecard3,Skyridge,E-Card,2003/05/12,2003,https://images.pokemontcg.io/ecard3/99.png,https://images.pokemontcg.io/ecard3/99_hires.png,26.01,,42.5,4.71,4.63,26.01
ecard1-130,Spearow,Pokémon,Basic,Colorless,40.0,130,Common,Kyoko Umemoto,ecard1,Expedition Base Set,E-Card,2002/09/15,2002,https://images.pokemontcg.io/ecard1/130.png,https://images.pokemontcg.io/ecard1/130_hires.png,3.69,,9.99,1.39,1.32,3.69
ecard2-111,Spinarak,Pokémon,Basic,Grass,40.0,111,Common,Miki Tanaka,ecard2,Aquapolis,E-Card,2003/01/15,2003,https://images.pokemontcg.io/ecard2/111.png,https://images.pokemontcg.io/ecard2/111_hires.png,3.6,,20.63,0.69,0.84,3.6
sm12-139,Steelix,Pokémon,Stage 1,Metal,170.0,139,Rare Holo,KEIICHIRO ITO,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/139.png,https://images.pokemontcg.io/sm12/139_hires.png,,0.8,1.14,0.98,1.16,0.8
sm9-144,Ingo & Emmet,Trainer,Supporter,,,144,Uncommon,Yusuke Ohmura,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/144.png,https://images.pokemontcg.io/sm9/144_hires.png,0.26,,0.42,0.11,0.11,0.26
xy8-135,Buddy-Buddy Rescue,Trainer,Item,,,135,Uncommon,Toyste Beach,xy8,BREAKthrough,XY,2015/11/04,2015,https://images.pokemontcg.io/xy8/135.png,https://images.pokemontcg.io/xy8/135_hires.png,0.21,,0.48,0.23,0.31,0.21
sm9-145,Jasmine,Trainer,Supporter,,,145,Uncommon,Ken Sugimori,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/145.png,https://images.pokemontcg.io/sm9/145_hires.png,0.34,,0.4,0.15,0.13,0.34
xy5-149,Primal Kyogre-EX,Pokémon,"MEGA, EX",Water,240.0,149,Rare Ultra,5ban Graphics,xy5,Primal Clash,XY,2015/02/04,2015,https://images.pokemontcg.io/xy5/149.png,https://images.pokemontcg.io/xy5/149_hires.png,,323.19,,189.66,173.41,323.19
sm2-135,Tapu Koko-GX,Pokémon,"Basic, GX",Lightning,170.0,135,Rare Ultra,5ban Graphics,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/135.png,https://images.pokemontcg.io/sm2/135_hires.png,,6.14,,4.33,4.21,6.14
xy1-139,Metal Energy,Energy,Basic,,,139,Common,,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/139.png,https://images.pokemontcg.io/xy1/139_hires.png,0.93,,,0.22,0.07,0.93
sm8-135,Marill,Pokémon,Basic,Fairy,70.0,135,Common,Ken Sugimori,sm8,Lost Thunder,Sun & Moon,2018/11/02,2018,https://images.pokemontcg.io/sm8/135.png,https://images.pokemontcg.io/sm8/135_hires.png,0.52,,2.62,0.13,0.1,0.52
sm10-129,Melmetal,Pokémon,Stage 1,Metal,150.0,129,Rare Holo,Kouki Saitou,sm10,Unbroken Bonds,Sun & Moon,2019/05/03,2019,https://images.pokemontcg.io/sm10/129.png,https://images.pokemontcg.io/sm10/129_hires.png,,0.58,0.57,1.15,1.16,0.58
ecard1-131,Squirtle,Pokémon,Basic,Water,50.0,131,Common,Yuka Morii,ecard1,Expedition Base Set,E-Card,2002/09/15,2002,https://images.pokemontcg.io/ecard1/131.png,https://images.pokemontcg.io/ecard1/131_hires.png,51.08,,90.0,5.92,5.91,51.08
ecard3-100,Snorlax,Pokémon,Basic,Colorless,80.0,100,Common,Naoyo Kimura,ecard3,Skyridge,E-Card,2003/05/12,2003,https://images.pokemontcg.io/ecard3/100.png,https://images.pokemontcg.io/ecard3/100_hires.png,142.81,,,28.42,38.46,142.81
sm12-140,Mawile,Pokémon,Basic,Metal,70.0,140,Uncommon,kodama,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/140.png,https://images.pokemontcg.io/sm12/140_hires.png,0.43,,4.68,0.14,0.1,0.43
sm5-134,Unidentified Fossil,Trainer,Item,,60.0,134,Uncommon,Toyste Beach,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/134.png,https://images.pokemontcg.io/sm5/134_hires.png,0.23,,0.41,0.11,0.06,0.23
ex10-U,Unown,Pokémon,Basic,Psychic,60.0,U,Rare,Kyoko Koizumi,ex10,Unseen Forces,EX,2005/08/01,2005,https://images.pokemontcg.io/ex10/U.png,https://images.pokemontcg.io/ex10/U_hires.png,,38.8,,16.39,16.08,38.8
ecard2-112,Tangela,Pokémon,Basic,Grass,60.0,112,Common,Tomokazu Komiya,ecard2,Aquapolis,E-Card,2003/01/15,2003,https://images.pokemontcg.io/ecard2/112.png,https://images.pokemontcg.io/ecard2/112_hires.png,14.96,,99.98,2.66,3.14,14.96
sm1-138,Lurantis-GX,Pokémon,"Stage 1, GX",Grass,210.0,138,Rare Ultra,5ban Graphics,sm1,Sun & Moon,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/sm1/138.png,https://images.pokemontcg.io/sm1/138_hires.png,,3.44,,2.74,3.19,3.44
swsh2-139,Zacian,Pokémon,Basic,Metal,120.0,139,Rare,Hideki Ishikawa,swsh2,Rebel Clash,Sword & Shield,2020/05/01,2020,https://images.pokemontcg.io/swsh2/139.png,https://images.pokemontcg.io/swsh2/139_hires.png,0.46,,0.74,0.33,0.55,0.46
sm7-135,Last Chance Potion,Trainer,Item,,,135,Uncommon,Ayaka Yoshida,sm7,Celestial Storm,Sun & Moon,2018/08/03,2018,https://images.pokemontcg.io/sm7/135.png,https://images.pokemontcg.io/sm7/135_hires.png,0.25,,0.55,0.12,0.14,0.25
swsh4-133,Taillow,Pokémon,Basic,Colorless,60.0,133,Common,Yuka Morii,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/133.png,https://images.pokemontcg.io/swsh4/133_hires.png,0.24,,0.38,0.06,0.06,0.24
sm11-132,Weavile-GX,Pokémon,"Stage 1, GX",Darkness,200.0,132,Rare Holo GX,aky CG Works,sm11,Unified Minds,Sun & Moon,2019/08/02,2019,https://images.pokemontcg.io/sm11/132.png,https://images.pokemontcg.io/sm11/132_hires.png,,4.48,,2.56,2.49,4.48
sm6-125,Dialga-GX,Pokémon,"Basic, GX",Metal,180.0,125,Rare Ultra,5ban Graphics,sm6,Forbidden Light,Sun & Moon,2018/05/04,2018,https://images.pokemontcg.io/sm6/125.png,https://images.pokemontcg.io/sm6/125_hires.png,,35.21,,39.5,17.97,35.21
bw7-143,Cresselia-EX,Pokémon,"Basic, EX",Psychic,170.0,143,Rare Ultra,5ban Graphics,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/143.png,https://images.pokemontcg.io/bw7/143_hires.png,,108.72,,39.45,87.5,108.72
sm3-131,Ho-Oh-GX,Pokémon,"Basic, GX",Fire,190.0,131,Rare Ultra,5ban Graphics,sm3,Burning Shadows,Sun & Moon,2017/08/05,2017,https://images.pokemontcg.io/sm3/131.png,https://images.pokemontcg.io/sm3/131_hires.png,,19.5,,11.87,11.82,19.5
smp-SM138,Zekrom-GX,Pokémon,"Basic, GX",Lightning,180.0,SM138,Promo,5ban Graphics,smp,SM Black Star Promos,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/smp/SM138.png,https://images.pokemontcg.io/smp/SM138_hires.png,,27.61,,12.7,11.99,27.61
xyp-XY132,Gastly,Pokémon,Basic,Psychic,50.0,XY132,Promo,Shigenori Negishi,xyp,XY Black Star Promos,XY,2013/10/12,2013,https://images.pokemontcg.io/xyp/XY132.png,https://images.pokemontcg.io/xyp/XY132_hires.png,,20.34,,6.15,5.91,20.34
pl3-136,Cynthia's Guidance,Trainer,Supporter,,,136,Uncommon,Ken Sugimori,pl3,Supreme Victors,Platinum,2009/08/19,2009,https://images.pokemontcg.io/pl3/136.png,https://images.pokemontcg.io/pl3/136_hires.png,0.69,,5.37,0.36,0.38,0.69
swsh1-138,Zacian V,Pokémon,"Basic, V",Metal,220.0,138,Rare Holo V,5ban Graphics,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/138.png,https://images.pokemontcg.io/swsh1/138_hires.png,,1.22,,2.12,1.46,1.22
bw8-133,Cobalion-EX,Pokémon,"Basic, EX",Metal,180.0,133,Rare Ultra,Ryo Ueda,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/133.png,https://images.pokemontcg.io/bw8/133_hires.png,,53.42,,28.55,28.0,53.42
dp6-141,Gliscor LV.X,Pokémon,Level-Up,Fighting,110.0,141,Rare Holo LV.X,Ryo Ueda,dp6,Legends Awakened,Diamond & Pearl,2008/08/01,2008,https://images.pokemontcg.io/dp6/141.png,https://images.pokemontcg.io/dp6/141_hires.png,,93.33,,27.37,29.85,93.33
swsh3-129,Meltan,Pokémon,Basic,Metal,70.0,129,Common,HYOGONOSUKE,swsh3,Darkness Ablaze,Sword & Shield,2020/08/14,2020,https://images.pokemontcg.io/swsh3/129.png,https://images.pokemontcg.io/swsh3/129_hires.png,0.19,,0.24,0.06,0.07,0.19
sm9-146,Judge Whistle,Trainer,Item,,,146,Uncommon,Ayaka Yoshida,sm9,Team Up,Sun & Moon,2019/02/01,2019,https://images.pokemontcg.io/sm9/146.png,https://images.pokemontcg.io/sm9/146_hires.png,0.21,,0.49,0.13,0.11,0.21
xy8-136,Fisherman,Trainer,Supporter,,,136,Uncommon,Hitoshi Ariga,xy8,BREAKthrough,XY,2015/11/04,2015,https://images.pokemontcg.io/xy8/136.png,https://images.pokemontcg.io/xy8/136_hires.png,0.23,,0.6,0.18,0.23,0.23
xy5-150,Groudon-EX,Pokémon,"Basic, EX",Fighting,180.0,150,Rare Ultra,5ban Graphics,xy5,Primal Clash,XY,2015/02/04,2015,https://images.pokemontcg.io/xy5/150.png,https://images.pokemontcg.io/xy5/150_hires.png,,177.18,,84.1,77.04,177.18
sm2-136,Toxapex-GX,Pokémon,"Stage 1, GX",Psychic,210.0,136,Rare Ultra,5ban Graphics,sm2,Guardians Rising,Sun & Moon,2017/05/05,2017,https://images.pokemontcg.io/sm2/136.png,https://images.pokemontcg.io/sm2/136_hires.png,,4.91,,2.53,3.22,4.91
sm1-139,Lapras-GX,Pokémon,"Basic, GX",Water,190.0,139,Rare Ultra,5ban Graphics,sm1,Sun & Moon,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/sm1/139.png,https://images.pokemontcg.io/sm1/139_hires.png,,9.93,,6.13,6.16,9.93
xy1-140,Fairy Energy,Energy,Basic,,,140,Common,,xy1,XY,XY,2014/02/05,2014,https://images.pokemontcg.io/xy1/140.png,https://images.pokemontcg.io/xy1/140_hires.png,0.81,,,0.57,0.62,0.81
sm5-135,Volkner,Trainer,Supporter,,,135,Uncommon,Ken Sugimori,sm5,Ultra Prism,Sun & Moon,2018/02/02,2018,https://images.pokemontcg.io/sm5/135.png,https://images.pokemontcg.io/sm5/135_hires.png,0.5,,0.82,0.72,0.59,0.5
smp-SM139,Salamence-GX,Pokémon,"Stage 2, GX",Dragon,250.0,SM139,Promo,5ban Graphics,smp,SM Black Star Promos,Sun & Moon,2017/02/03,2017,https://images.pokemontcg.io/smp/SM139.png,https://images.pokemontcg.io/smp/SM139_hires.png,,17.44,,16.12,8.76,17.44
sm12-141,Probopass,Pokémon,Stage 1,Metal,130.0,141,Uncommon,Masakazu Fukuda,sm12,Cosmic Eclipse,Sun & Moon,2019/11/01,2019,https://images.pokemontcg.io/sm12/141.png,https://images.pokemontcg.io/sm12/141_hires.png,0.17,,0.39,0.12,0.09,0.17
sm10-130,Gardevoir & Sylveon-GX,Pokémon,"Basic, TAG TEAM, GX",Fairy,260.0,130,Rare Holo GX,Mitsuhiro Arita,sm10,Unbroken Bonds,Sun & Moon,2019/05/03,2019,https://images.pokemontcg.io/sm10/130.png,https://images.pokemontcg.io/sm10/130_hires.png,,81.03,,10.98,19.99,81.03
ecard2-113,Tentacool,Pokémon,Basic,Water,50.0,113,Common,Hajime Kusajima,ecard2,Aquapolis,E-Card,2003/01/15,2003,https://images.pokemontcg.io/ecard2/113.png,https://images.pokemontcg.io/ecard2/113_hires.png,3.37,,28.75,0.72,1.0,3.37
ex10-V,Unown,Pokémon,Basic,Psychic,60.0,V,Rare,Kyoko Koizumi,ex10,Unseen Forces,EX,2005/08/01,2005,https://images.pokemontcg.io/ex10/V.png,https://images.pokemontcg.io/ex10/V_hires.png,,46.39,,9.7,11.31,46.39
ecard3-101,Snubbull,Pokémon,Basic,Colorless,50.0,101,Common,Hisao Nakamura,ecard3,Skyridge,E-Card,2003/05/12,2003,https://images.pokemontcg.io/ecard3/101.png,https://images.pokemontcg.io/ecard3/101_hires.png,13.83,,69.99,1.5,1.87,13.83
ecard1-132,Squirtle,Pokémon,Basic,Water,40.0,132,Common,Kyoko Umemoto,ecard1,Expedition Base Set,E-Card,2002/09/15,2002,https://images.pokemontcg.io/ecard1/132.png,https://images.pokemontcg.io/ecard1/132_hires.png,42.0,,285.24,7.44,7.87,42.0
sm7-136,Life Herb,Trainer,Item,,,136,Uncommon,Ryo Ueda,sm7,Celestial Storm,Sun & Moon,2018/08/03,2018,https://images.pokemontcg.io/sm7/136.png,https://images.pokemontcg.io/sm7/136_hires.png,0.18,,0.44,0.12,0.12,0.18
swsh2-140,Zamazenta,Pokémon,Basic,Metal,120.0,140,Rare,Hideki Ishikawa,swsh2,Rebel Clash,Sword & Shield,2020/05/01,2020,https://images.pokemontcg.io/swsh2/140.png,https://images.pokemontcg.io/swsh2/140_hires.png,0.52,,0.87,0.59,0.5,0.52
sm11-133,Sableye,Pokémon,Basic,Darkness,80.0,133,Uncommon,Suwama Chiaki,sm11,Unified Minds,Sun & Moon,2019/08/02,2019,https://images.pokemontcg.io/sm11/133.png,https://images.pokemontcg.io/sm11/133_hires.png,0.36,,0.72,0.07,0.07,0.36
sm3-132,Salazzle-GX,Pokémon,"Stage 1, GX",Fire,200.0,132,Rare Ultra,5ban Graphics,sm3,Burning Shadows,Sun & Moon,2017/08/05,2017,https://images.pokemontcg.io/sm3/132.png,https://images.pokemontcg.io/sm3/132_hires.png,,5.74,,4.69,4.74,5.74
sm6-126,Xerneas-GX,Pokémon,"Basic, GX",Fairy,180.0,126,Rare Ultra,5ban Graphics,sm6,Forbidden Light,Sun & Moon,2018/05/04,2018,https://images.pokemontcg.io/sm6/126.png,https://images.pokemontcg.io/sm6/126_hires.png,,29.68,,13.57,13.56,29.68
sm8-136,Azumarill,Pokémon,Stage 1,Fairy,100.0,136,Rare,Naoyo Kimura,sm8,Lost Thunder,Sun & Moon,2018/11/02,2018,https://images.pokemontcg.io/sm8/136.png,https://images.pokemontcg.io/sm8/136_hires.png,0.98,,2.74,0.45,0.51,0.98
bw7-144,Landorus-EX,Pokémon,"Basic, EX",Fighting,180.0,144,Rare Ultra,5ban Graphics,bw7,Boundaries Crossed,Black & White,2012/11/07,2012,https://images.pokemontcg.io/bw7/144.png,https://images.pokemontcg.io/bw7/144_hires.png,,101.49,,21.55,41.5,101.49
bw8-134,Lugia-EX,Pokémon,"Basic, EX, Team Plasma",Colorless,180.0,134,Rare Ultra,Toyste Beach,bw8,Plasma Storm,Black & White,2013/02/06,2013,https://images.pokemontcg.io/bw8/134.png,https://images.pokemontcg.io/bw8/134_hires.png,,725.0,,148.21,135.18,725.0
pl3-137,Cyrus's Initiative,Trainer,Supporter,,,137,Uncommon,Ken Sugimori,pl3,Supreme Victors,Platinum,2009/08/19,2009,https://images.pokemontcg.io/pl3/137.png,https://images.pokemontcg.io/pl3/137_hires.png,0.52,,2.15,0.2,0.19,0.52
swsh4-134,Swellow,Pokémon,Stage 1,Colorless,90.0,134,Uncommon,kodama,swsh4,Vivid Voltage,Sword & Shield,2020/11/13,2020,https://images.pokemontcg.io/swsh4/134.png,https://images.pokemontcg.io/swsh4/134_hires.png,0.05,,0.08,0.07,0.06,0.05
dp6-142,Magnezone LV.X,Pokémon,Level-Up,Metal,140.0,142,Rare Holo LV.X,Ryo Ueda,dp6,Legends Awakened,Diamond & Pearl,2008/08/01,2008,https://images.pokemontcg.io/dp6/142.png,https://images.pokemontcg.io/dp6/142_hires.png,,80.0,,29.08,24.5,80.0
swsh3-130,Melmetal,Pokémon,Stage 1,Metal,150.0,130,Rare,NC Empire,swsh3,Darkness Ablaze,Sword & Shield,2020/08/14,2020,https://images.pokemontcg.io/swsh3/130.png,https://images.pokemontcg.io/swsh3/130_hires.png,0.08,,0.36,0.1,0.18,0.08
xyp-XY133,Ash-Greninja-EX,Pokémon,"Basic, EX",Water,170.0,XY133,Promo,5ban Graphics,xyp,XY Black Star Promos,XY,2013/10/12,2013,https://images.pokemontcg.io/xyp/XY133.png,https://images.pokemontcg.io/xyp/XY133_hires.png,,119.93,,14.3,24.67,119.93
swsh1-139,Zamazenta V,Pokémon,"Basic, V",Metal,230.0,139,Rare Holo V,aky CG Works,swsh1,Sword & Shield,Sword & Shield,2020/02/07,2020,https://images.pokemontcg.io/swsh1/139.png,https://images.pokemontcg.io/swsh1/139_hires.png,,1.0,,1.45,1.57,1.0
