card_id,name,number,rarity,types,set.name,set.release_date,images.large,prices.cardmarket_trend,prices.tcgplayer_variants.holofoil.market
swsh5-102,Bronzong,102,Rare Holo,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/102_hires.png,0.52,0.27
swsh5-103,Pawniard,103,Common,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/103_hires.png,0.02,
swsh5-104,Bisharp,104,Uncommon,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/104_hires.png,0.08,
swsh5-105,Honedge,105,Common,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/105_hires.png,0.06,
swsh5-106,Doublade,106,Uncommon,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/106_hires.png,0.03,
swsh5-107,Aegislash,107,Rare Holo,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/107_hires.png,0.52,0.29
swsh5-108,Aegislash,108,Rare,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/108_hires.png,0.11,
swsh5-109,Corviknight V,109,Rare Holo V,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/109_hires.png,0.9,0.87
swsh5-110,Corviknight VMAX,110,Rare Holo VMAX,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/110_hires.png,2.11,2.57
swsh5-111,Spearow,111,Common,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/111_hires.png,0.03,
swsh5-112,Fearow,112,Uncommon,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/112_hires.png,0.06,
swsh5-113,Lickitung,113,Common,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/113_hires.png,0.02,
swsh5-114,Lickilicky,114,Rare,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/114_hires.png,0.1,
swsh5-115,Glameow,115,Common,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/115_hires.png,0.04,
swsh5-116,Purugly,116,Uncommon,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/116_hires.png,0.04,
swsh5-117,Stoutland V,117,Rare Holo V,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/117_hires.png,0.67,0.61
swsh5-118,Bouffalant,118,Uncommon,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/118_hires.png,0.05,
swsh5-119,Drampa,119,Rare,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/119_hires.png,0.15,
swsh5-120,Indeedee,120,Uncommon,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/120_hires.png,0.05,
swsh5-121,Bruno,121,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/121_hires.png,0.07,
swsh5-122,Camping Gear,122,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/122_hires.png,0.06,
swsh5-123,Cheryl,123,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/123_hires.png,0.03,
swsh5-124,Energy Recycler,124,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/124_hires.png,0.06,
swsh5-125,Escape Rope,125,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/125_hires.png,0.16,
swsh5-126,Exp. Share,126,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/126_hires.png,0.11,
swsh5-127,Fan of Waves,127,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/127_hires.png,0.03,
swsh5-128,Korrina's Focus,128,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/128_hires.png,0.05,
swsh5-129,Level Ball,129,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/129_hires.png,0.34,
swsh5-130,Phoebe,130,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/130_hires.png,0.03,
swsh5-131,Rapid Strike Scroll of Swirls,131,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/131_hires.png,0.04,
swsh5-132,Rapid Strike Style Mustard,132,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/132_hires.png,0.03,
swsh5-133,Single Strike Scroll of Scorn,133,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/133_hires.png,0.05,
swsh5-134,Single Strike Style Mustard,134,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/134_hires.png,0.07,
swsh5-135,Sordward & Shielbert,135,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/135_hires.png,0.04,
swsh5-136,Tool Jammer,136,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/136_hires.png,0.07,
swsh5-137,Tower of Darkness,137,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/137_hires.png,0.04,
swsh5-138,Tower of Waters,138,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/138_hires.png,0.04,
swsh5-139,Urn of Vitality,139,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/139_hires.png,0.07,
swsh5-140,Rapid Strike Energy,140,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/140_hires.png,0.1,
swsh5-141,Single Strike Energy,141,Uncommon,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/141_hires.png,0.05,
swsh5-142,Kricketune V,142,Rare Ultra,Grass,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/142_hires.png,4.05,3.4
swsh5-143,Flapple V,143,Rare Ultra,Grass,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/143_hires.png,3.78,4.66
swsh5-144,Victini V,144,Rare Ultra,Fire,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/144_hires.png,6.43,11.97
swsh5-145,Empoleon V,145,Rare Ultra,Water,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/145_hires.png,6.13,5.13
swsh5-146,Empoleon V,146,Rare Ultra,Water,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/146_hires.png,51.58,64.03
swsh5-147,Tapu Koko V,147,Rare Ultra,Lightning,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/147_hires.png,3.47,2.96
swsh5-148,Mimikyu V,148,Rare Ultra,Psychic,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/148_hires.png,10.12,43.72
swsh5-149,Necrozma V,149,Rare Ultra,Psychic,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/149_hires.png,3.65,4.98
swsh5-150,Single Strike Urshifu V,150,Rare Ultra,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/150_hires.png,3.86,4.7
swsh5-151,Single Strike Urshifu V,151,Rare Ultra,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/151_hires.png,17.5,17.97
swsh5-152,Rapid Strike Urshifu V,152,Rare Ultra,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/152_hires.png,4.43,4.25
swsh5-153,Rapid Strike Urshifu V,153,Rare Ultra,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/153_hires.png,18.56,16.98
swsh5-154,Tyranitar V,154,Rare Ultra,Darkness,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/154_hires.png,7.75,11.89
swsh5-155,Tyranitar V,155,Rare Ultra,Darkness,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/155_hires.png,126.96,251.2
swsh5-156,Corviknight V,156,Rare Ultra,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/156_hires.png,3.56,6.96
swsh5-157,Stoutland V,157,Rare Ultra,Colorless,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/157_hires.png,2.51,3.69
swsh5-158,Bruno,158,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/158_hires.png,2.72,2.92
swsh5-159,Cheryl,159,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/159_hires.png,8.77,7.51
swsh5-160,Korrina's Focus,160,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/160_hires.png,4.85,4.18
swsh5-161,Phoebe,161,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/161_hires.png,15.5,15.02
swsh5-162,Rapid Strike Style Mustard,162,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/162_hires.png,1.68,1.47
swsh5-163,Single Strike Style Mustard,163,Rare Ultra,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/163_hires.png,2.72,1.31
swsh5-168,Single Strike Urshifu VMAX,168,Rare Rainbow,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/168_hires.png,32.29,30.0
swsh5-170,Rapid Strike Urshifu VMAX,170,Rare Rainbow,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/170_hires.png,71.35,78.36
swshp-SWSH088,Cherrim,SWSH088,Promo,Grass,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH088_hires.png,10.25,17.4
swshp-SWSH089,Octillery,SWSH089,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH089_hires.png,8.31,4.7
swshp-SWSH090,Houndoom,SWSH090,Promo,Darkness,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH090_hires.png,8.51,15.21
swshp-SWSH091,Bronzong,SWSH091,Promo,Metal,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH091_hires.png,9.13,3.16
swshp-SWSH092,Charmander,SWSH092,Promo,Fire,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH092_hires.png,3.54,3.36
swshp-SWSH093,Arrokuda,SWSH093,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH093_hires.png,0.62,0.37
swshp-SWSH094,Jolteon,SWSH094,Promo,Lightning,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH094_hires.png,3.32,5.18
swshp-SWSH095,Eevee,SWSH095,Promo,Colorless,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH095_hires.png,2.09,3.99
swshp-SWSH102,Venusaur VMAX,SWSH102,Promo,Grass,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH102_hires.png,5.42,24.39
swshp-SWSH103,Blastoise VMAX,SWSH103,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH103_hires.png,12.82,39.78
swshp-SWSH106,Single Strike Urshifu V,SWSH106,Promo,Fighting,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH106_hires.png,1.51,1.04
swshp-SWSH107,Rapid Strike Urshifu V,SWSH107,Promo,Fighting,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH107_hires.png,1.68,1.04
swsh5-164,Flapple VMAX,164,Rare Rainbow,Grass,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/164_hires.png,7.49,12.34
swsh5-165,Victini VMAX,165,Rare Rainbow,Fire,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/165_hires.png,9.59,18.88
swsh5-166,Tapu Koko VMAX,166,Rare Rainbow,Lightning,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/166_hires.png,6.52,7.53
swsh5-167,Single Strike Urshifu VMAX,167,Rare Rainbow,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/167_hires.png,9.5,12.27
swsh5-169,Rapid Strike Urshifu VMAX,169,Rare Rainbow,Fighting,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/169_hires.png,8.8,10.85
swsh5-171,Corviknight VMAX,171,Rare Rainbow,Metal,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/171_hires.png,8.92,12.08
swsh5-172,Bruno,172,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/172_hires.png,5.66,5.28
swsh5-173,Cheryl,173,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/173_hires.png,7.61,7.71
swsh5-174,Korrina's Focus,174,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/174_hires.png,6.37,7.71
swsh5-175,Phoebe,175,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/175_hires.png,9.17,9.5
swsh5-176,Rapid Strike Style Mustard,176,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/176_hires.png,4.25,3.6
swsh5-177,Single Strike Style Mustard,177,Rare Rainbow,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/177_hires.png,4.54,3.82
swsh5-178,Octillery,178,Rare Secret,Water,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/178_hires.png,7.63,6.12
swsh5-179,Houndoom,179,Rare Secret,Darkness,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/179_hires.png,19.5,27.78
swsh5-180,Exp. Share,180,Rare Secret,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/180_hires.png,6.74,2.64
swsh5-181,Level Ball,181,Rare Secret,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/181_hires.png,8.7,6.96
swsh5-182,Rapid Strike Energy,182,Rare Secret,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/182_hires.png,3.8,2.29
swsh5-183,Single Strike Energy,183,Rare Secret,,Battle Styles,2021/03/19,https://images.pokemontcg.io/swsh5/183_hires.png,3.79,2.32
swsh6-1,Weedle,1,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/1_hires.png,0.06,
swsh6-2,Kakuna,2,Uncommon,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/2_hires.png,0.09,
swsh6-3,Beedrill,3,Rare Holo,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/3_hires.png,0.48,0.32
swsh6-4,Ledyba,4,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/4_hires.png,0.05,
swsh6-5,Ledian,5,Uncommon,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/5_hires.png,0.06,
swsh6-6,Heracross,6,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/6_hires.png,0.04,
swsh6-7,Celebi V,7,Rare Holo V,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/7_hires.png,1.85,1.43
swsh6-8,Celebi VMAX,8,Rare Holo VMAX,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/8_hires.png,3.21,3.78
swsh6-9,Snover,9,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/9_hires.png,0.03,
swsh6-10,Abomasnow,10,Rare,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/10_hires.png,0.04,
swsh6-11,Deerling,11,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/11_hires.png,0.04,
swsh6-12,Sawsbuck,12,Rare,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/12_hires.png,0.22,
swsh6-13,Bounsweet,13,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/13_hires.png,0.03,
swsh6-14,Steenee,14,Uncommon,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/14_hires.png,0.05,
swsh6-15,Tsareena,15,Rare,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/15_hires.png,0.1,
swsh6-16,Grookey,16,Common,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/16_hires.png,0.04,
swsh6-17,Thwackey,17,Uncommon,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/17_hires.png,0.04,
swsh6-18,Rillaboom,18,Rare Holo,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/18_hires.png,0.3,0.28
swsh6-19,Zarude,19,Rare Holo,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/19_hires.png,0.4,0.29
swsh6-20,Blaziken V,20,Rare Holo V,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/20_hires.png,1.31,1.17
swsh6-21,Blaziken VMAX,21,Rare Holo VMAX,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/21_hires.png,2.93,5.36
swsh6-22,Castform Sunny Form,22,Common,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/22_hires.png,0.05,
swsh6-23,Larvesta,23,Common,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/23_hires.png,0.04,
swsh6-24,Volcarona,24,Rare,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/24_hires.png,0.11,
swsh6-25,Volcanion V,25,Rare Holo V,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/25_hires.png,0.74,0.79
swsh6-26,Scorbunny,26,Common,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/26_hires.png,0.06,
swsh6-27,Raboot,27,Uncommon,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/27_hires.png,0.03,
swsh6-28,Cinderace,28,Rare Holo,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/28_hires.png,0.3,0.36
swsh6-29,Lapras,29,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/29_hires.png,0.07,
swsh6-30,Sneasel,30,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/30_hires.png,0.04,
swsh6-31,Weavile,31,Rare Holo,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/31_hires.png,0.32,0.31
swsh6-32,Delibird,32,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/32_hires.png,0.03,
swsh6-33,Castform Rainy Form,33,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/33_hires.png,0.07,
swsh6-34,Castform Snowy Form,34,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/34_hires.png,0.07,
swsh6-35,Snorunt,35,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/35_hires.png,0.03,
swsh6-36,Froslass,36,Rare Holo,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/36_hires.png,0.3,0.29
swsh6-37,Spheal,37,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/37_hires.png,0.03,
swsh6-38,Sealeo,38,Uncommon,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/38_hires.png,0.03,
swsh6-39,Walrein,39,Rare,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/39_hires.png,0.08,
swsh6-40,Tapu Fini,40,Rare Holo,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/40_hires.png,0.41,0.45
swsh6-41,Sobble,41,Common,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/41_hires.png,0.05,
swsh6-42,Drizzile,42,Uncommon,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/42_hires.png,0.04,
swsh6-43,Inteleon,43,Rare Holo,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/43_hires.png,0.48,0.34
swsh6-44,Rapid Strike Urshifu,44,Rare Holo,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/44_hires.png,0.42,0.36
swsh6-45,Ice Rider Calyrex V,45,Rare Holo V,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/45_hires.png,0.8,0.83
swsh6-46,Ice Rider Calyrex VMAX,46,Rare Holo VMAX,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/46_hires.png,1.23,1.49
swsh6-47,Mareep,47,Common,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/47_hires.png,0.05,
swsh6-48,Flaaffy,48,Uncommon,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/48_hires.png,0.05,
swsh6-49,Ampharos,49,Rare,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/49_hires.png,0.07,
swsh6-50,Blitzle,50,Common,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/50_hires.png,0.03,
swsh6-51,Zebstrika,51,Rare,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/51_hires.png,0.04,
swsh6-52,Thundurus,52,Rare Holo,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/52_hires.png,0.27,0.23
swsh6-53,Zeraora V,53,Rare Holo V,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/53_hires.png,0.98,0.92
swsh6-54,Galarian Slowpoke,54,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/54_hires.png,0.04,
swsh6-55,Gastly,55,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/55_hires.png,0.07,
swsh6-56,Haunter,56,Uncommon,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/56_hires.png,0.1,
swsh6-57,Gengar,57,Rare Holo,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/57_hires.png,1.93,4.45
swsh6-58,Galarian Articuno V,58,Rare Holo V,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/58_hires.png,1.18,1.87
swsh6-59,Ralts,59,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/59_hires.png,0.03,
swsh6-60,Kirlia,60,Uncommon,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/60_hires.png,0.04,
swsh6-61,Gardevoir,61,Rare Holo,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/61_hires.png,0.89,1.42
swsh6-62,Shuppet,62,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/62_hires.png,0.04,
swsh6-63,Banette,63,Rare,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/63_hires.png,0.09,
swsh6-64,Cresselia,64,Rare Holo,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/64_hires.png,1.05,0.42
swsh6-65,Golett,65,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/65_hires.png,0.02,
swsh6-66,Golurk,66,Rare,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/66_hires.png,0.06,
swsh6-67,Swirlix,67,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/67_hires.png,0.04,
swsh6-68,Slurpuff,68,Rare,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/68_hires.png,0.07,
swsh6-69,Inkay,69,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/69_hires.png,0.04,
swsh6-70,Malamar,70,Rare,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/70_hires.png,0.12,
swsh6-71,Hatenna,71,Common,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/71_hires.png,0.03,
swsh6-72,Hattrem,72,Uncommon,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/72_hires.png,0.06,
swsh6-73,Hatterene,73,Rare Holo,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/73_hires.png,0.3,0.24
swsh6-74,Shadow Rider Calyrex V,74,Rare Holo V,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/74_hires.png,0.93,0.72
swsh6-75,Shadow Rider Calyrex VMAX,75,Rare Holo VMAX,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/75_hires.png,1.41,1.35
swsh6-76,Diglett,76,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/76_hires.png,0.04,
swsh6-77,Dugtrio,77,Rare,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/77_hires.png,0.07,
swsh6-78,Galarian Farfetch'd,78,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/78_hires.png,0.03,
swsh6-79,Galarian Sirfetch'd,79,Rare,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/79_hires.png,0.2,
swsh6-80,Galarian Zapdos V,80,Rare Holo V,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/80_hires.png,1.23,1.27
swsh6-81,Gallade,81,Rare,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/81_hires.png,0.14,
swsh6-82,Galarian Yamask,82,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/82_hires.png,0.04,
swsh6-83,Galarian Runerigus,83,Rare Holo,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/83_hires.png,0.39,0.47
swsh6-84,Crabrawler,84,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/84_hires.png,0.02,
swsh6-85,Crabominable,85,Uncommon,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/85_hires.png,0.03,
swsh6-86,Rockruff,86,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/86_hires.png,0.05,
swsh6-87,Lycanroc,87,Rare Holo,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/87_hires.png,0.38,0.3
swsh6-88,Passimian,88,Rare,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/88_hires.png,0.09,
swsh6-89,Sandaconda V,89,Rare Holo V,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/89_hires.png,0.88,0.7
swsh6-90,Sandaconda VMAX,90,Rare Holo VMAX,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/90_hires.png,1.47,1.86
swsh6-91,Clobbopus,91,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/91_hires.png,0.05,
swsh6-92,Grapploct,92,Rare Holo,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/92_hires.png,0.39,0.26
swsh6-93,Kubfu,93,Common,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/93_hires.png,0.08,
swsh6-94,Koffing,94,Common,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/94_hires.png,0.04,
swsh6-95,Weezing,95,Rare,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/95_hires.png,0.06,
swsh6-96,Galarian Weezing,96,Rare,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/96_hires.png,0.09,
